Epoch,Phase,Loss,Accuracy,Mean F1-score,Weighted F1-score
0,train,3.8461339501789915,0.05440446778915024,0,0
0,val,3.6263197131176708,0.08546976882039124,0,0
0,test,3.6848387444605595,0.07538056206088993,0,0
1,train,3.5855524274537496,0.0828679386301825,0,0
1,val,3.4532100630004376,0.11755334914048607,0,0
1,test,3.5608952866225945,0.09587236533957845,0,0
2,train,3.4274365997924274,0.11004941142275834,0,0
2,val,3.3108009001031458,0.13637374036751632,0,0
2,test,3.4375905443410404,0.11050936768149883,0,0
3,train,3.3197937395627752,0.13083127452405174,0,0
3,val,3.314639779541997,0.1311499703615886,0,0
3,test,3.379762966124738,0.1204442330210773,0,0
4,train,3.2608271167299425,0.14218759731766561,0,0
4,val,3.2542115810995775,0.15508298755186725,0,0
4,test,3.325491033616613,0.13317842505854802,0,0
5,train,3.2098634473426175,0.1555940789337098,0,0
5,val,3.2256464285474595,0.15897302904564314,0,0
5,test,3.3303630664700368,0.1389600409836066,0,0
6,train,3.150433463839628,0.17286212552162264,0,0
6,val,3.128681186818483,0.18483254297569648,0,0
6,test,3.2536358364292832,0.15670740632318503,0,0
7,train,3.079844672845176,0.20105570203666415,0,0
7,val,3.046788695442231,0.20628334321280375,0,0
7,test,3.1803962715336533,0.1716737412177986,0,0
8,train,3.010660694879322,0.22543442605933514,0,0
8,val,3.02714940225435,0.2055053349140486,0,0
8,test,3.132957368600564,0.18629244730679154,0,0
9,train,2.9638266497929244,0.23514024124400518,0,0
9,val,2.9450394825322004,0.23332839359810312,0,0
9,test,3.039492872894787,0.2042410714285714,0,0
10,train,2.8887704864280757,0.25975252766416834,0,0
10,val,2.946914466090222,0.2405527563722584,0,0
10,test,3.0258882553851016,0.2112668325526932,0,0
11,train,2.8536539288423657,0.2692870637573442,0,0
11,val,2.9085765181735344,0.24922199170124484,0,0
11,test,3.007461723734121,0.21404786299765807,0,0
12,train,2.810487196587872,0.283762742126352,0,0
12,val,2.866454308953028,0.25807646710136334,0,0
12,test,2.9998562179627966,0.2201405152224824,0,0
13,train,2.7743247551482146,0.29358793364751795,0,0
13,val,2.8480434526546365,0.25803941908713696,0,0
13,test,3.0010275098144032,0.2206162177985949,0,0
14,train,2.7406400464818397,0.30647019743808007,0,0
14,val,2.8340814489546653,0.25344546532305867,0,0
14,test,2.9645883528912655,0.22842871779859486,0,0
15,train,2.703907966544472,0.31692341229472476,0,0
15,val,2.834639816363323,0.2516671606401897,0,0
15,test,2.9463682174682617,0.23980898711943796,0,0
16,train,2.691541113698921,0.3203126621961095,0,0
16,val,2.847693014441684,0.24877741553052757,0,0
16,test,2.9669109602443506,0.23031323185011712,0,0
17,train,2.634811036653634,0.3399526646874417,0,0
17,val,2.8378990463201434,0.2450726141078838,0,0
17,test,2.9692750993322155,0.2239644320843091,0,0
18,train,2.658331388305256,0.33146137396973036,0,0
18,val,2.793628904334737,0.26400414937759337,0,0
18,test,2.9654586784175185,0.23256367096018743,0,0
19,train,2.617100632428049,0.3455737330537505,0,0
19,val,2.814818250687785,0.24296087729697685,0,0
19,test,3.036306439853105,0.21115705503512885,0,0
20,train,2.5663898150218536,0.357589220835842,0,0
20,val,2.777604899960435,0.27167308832246595,0,0
20,test,2.8956150852265905,0.24597482435597193,0,0
21,train,2.542080470182022,0.3644819066996077,0,0
21,val,2.808672943055877,0.25263040901007705,0,0
21,test,2.903541248352801,0.24478556791569087,0,0
22,train,2.5534562105322416,0.3589594535677953,0,0
22,val,2.7484009666561584,0.2615960284528749,0,0
22,test,2.8612489739402394,0.25007318501170966,0,0
23,train,2.545461994966541,0.36298191708015864,0,0
23,val,2.7212511014146923,0.27522969768820393,0,0
23,test,2.891832699541186,0.24738363583138173,0,0
24,train,2.5177536483352188,0.3678140635704944,0,0
24,val,2.7700772156853892,0.25559425014819204,0,0
24,test,2.9362984172633437,0.2378695843091335,0,0
25,train,2.4963700229077643,0.3753243922187388,0,0
25,val,2.7167941445631607,0.26874629519857735,0,0
25,test,2.880629457411219,0.24515149297423885,0,0
26,train,2.4911632290622414,0.3773901218676688,0,0
26,val,2.772417688270822,0.26693094250148197,0,0
26,test,2.8640941713677077,0.25117096018735363,0,0
27,train,2.453000420315497,0.3819835156850126,0,0
27,val,2.6721691560943097,0.2821947243627742,0,0
27,test,2.8918226898693646,0.24295594262295078,0,0
28,train,2.4282405099590196,0.39267548321464885,0,0
28,val,2.6960788203472914,0.276081802015412,0,0
28,test,2.823274944649368,0.2582516100702576,0,0
29,train,2.4079966592920363,0.39577926796354346,0,0
29,val,2.660732485941337,0.2957172495554239,0,0
29,test,2.8093957510150847,0.26163641686182665,0,0
30,train,2.4148123379000364,0.3928208109286442,0,0
30,val,2.6936825533625495,0.29067871962062836,0,0
30,test,2.8293008218046096,0.2545740632318501,0,0
31,train,2.3825557263433508,0.40116158365686044,0,0
31,val,2.708901522565185,0.272525192649674,0,0
31,test,2.833316267513838,0.25859923887587827,0,0
32,train,2.3970048399862725,0.40067888803537705,0,0
32,val,2.7035507097283835,0.2742294013040901,0,0
32,test,2.823495231690954,0.26024590163934425,0,0
33,train,2.3891404423667253,0.39936574833392163,0,0
33,val,2.680809237155677,0.2803423236514523,0,0
33,test,2.8557508187215834,0.25246999414519905,0,0
34,train,2.3894164833352414,0.3968899869205057,0,0
34,val,2.6851326405260076,0.2864552459988145,0,0
34,test,2.8131184187091764,0.2629354508196722,0,0
35,train,2.3466901306564805,0.40822035833662046,0,0
35,val,2.680049863099063,0.2697095435684647,0,0
35,test,2.806473286425481,0.26061182669789235,0,0
36,train,2.3575404933191564,0.40560964976020936,0,0
36,val,2.69480888873215,0.2787863070539419,0,0
36,test,2.8307987275670787,0.2657347775175644,0,0
37,train,2.335630876902594,0.4097203479560697,0,0
37,val,2.709821096594403,0.279045643153527,0,0
37,test,2.80021017105853,0.2625329332552692,0,0
38,train,2.314390059907567,0.4163535200448442,0,0
38,val,2.678630394065034,0.27634113811499705,0,0
38,test,2.83002061531192,0.25662324355971894,0,0
39,train,2.327959921259188,0.41358710320343806,0,0
39,val,2.6206251184970015,0.2924940723177238,0,0
39,test,2.8147208338878196,0.26299033957845436,0,0
40,train,2.30676756773451,0.41858014823426837,0,0
40,val,2.6827063758343583,0.2607439241256668,0,0
40,test,2.817571428955578,0.2542813231850117,0,0
41,train,2.2839258303044234,0.42454896505906536,0,0
41,val,2.654422600239639,0.2806387077652638,0,0
41,test,2.76226975487881,0.2732911299765808,0,0
42,train,2.28423417264198,0.4248396204870554,0,0
42,val,2.6464211401603035,0.2795643153526971,0,0
42,test,2.7923221549049755,0.2645089285714285,0,0
43,train,2.2706819389331065,0.42700915564598196,0,0
43,val,2.656635282445251,0.27204356846473027,0,0
43,test,2.78462408409744,0.26562499999999994,0,0
44,train,2.259357245365836,0.4284261008574336,0,0
44,val,2.577915902948973,0.29768079430942496,0,0
44,test,2.731811480443986,0.2766942330210773,0,0
45,train,2.2760706305278626,0.4241960263250776,0,0
45,val,2.5968632312236486,0.2879001185536455,0,0
45,test,2.7994748608010713,0.2606118266978923,0,0
46,train,2.2561719678477687,0.43304025577677674,0,0
46,val,2.6415632127231583,0.28245406046235916,0,0
46,test,2.766234757470303,0.2672167740046839,0,0
47,train,2.2498812371779104,0.4309485747503477,0,0
47,val,2.6474209202770376,0.2881224066390041,0,0
47,test,2.75270019593786,0.26178278688524587,0,0
48,train,2.2748295785971564,0.42240538127763816,0,0
48,val,2.604300172497128,0.27845287492590404,0,0
48,test,2.79858630602477,0.2621670081967213,0,0
49,train,2.2365085657833794,0.4339848859177447,0,0
49,val,2.64062579390419,0.2780082987551868,0,0
49,test,2.8259522289526267,0.2602824941451991,0,0
50,train,2.2497160678304153,0.4263811323105032,0,0
50,val,2.6295850979342004,0.2915308239478363,0,0
50,test,2.7329643280779727,0.2782311182669789,0,0
51,train,2.2181507319389535,0.44029626092553015,0,0
51,val,2.6062313362770557,0.28571428571428575,0,0
51,test,2.7418087427733373,0.2733094262295082,0,0
52,train,2.214870101593726,0.43744160940062715,0,0
52,val,2.5695454797309463,0.3014226437462952,0,0
52,test,2.713596332268637,0.2744072014051521,0,0
53,train,2.208794872214361,0.4387858907550811,0,0
53,val,2.573061427140137,0.3037566686425608,0,0
53,test,2.707957998650973,0.2842322892271663,0,0
54,train,2.2126528053431986,0.4381786285216021,0,0
54,val,2.5711059337829654,0.29823651452282157,0,0
54,test,2.7451043676157467,0.27175424473067905,0,0
55,train,2.172053437994552,0.45060933834367933,0,0
55,val,2.5482321586846317,0.3010151155898044,0,0
55,test,2.747555787446069,0.27290690866510536,0,0
56,train,2.1751845879118865,0.4490366848672327,0,0
56,val,2.6051681289039705,0.2928645524599881,0,0
56,test,2.7445099353790283,0.2785055620608899,0,0
57,train,2.198267396565978,0.4433014304399278,0,0
57,val,2.566766730977292,0.3037196206283343,0,0
57,test,2.766723054354308,0.27237631733021084,0,0
58,train,2.197037980508326,0.4423619905744599,0,0
58,val,2.566484227714697,0.30071873147599293,0,0
58,test,2.7409464296747426,0.27358387002341916,0,0
59,train,2.197847118247406,0.44405402038740205,0,0
59,val,2.587431803778494,0.2894190871369295,0,0
59,test,2.7476991473651324,0.27367535128805626,0,0
60,train,2.1505250908610885,0.4553480598750181,0,0
60,val,2.60775808575737,0.2944205690574986,0,0
60,test,2.741105419690492,0.27629171545667447,0,0
61,train,2.1516431882585523,0.4561317914754916,0,0
61,val,2.5985234421813144,0.2962729697688204,0,0
61,test,2.7054800205543392,0.28489095433255274,0,0
62,train,2.153257055366443,0.4535314634500799,0,0
62,val,2.5742361397169438,0.29545791345583877,0,0
62,test,2.7013153795336113,0.283719994145199,0,0
63,train,2.14222390515533,0.45527539601802064,0,0
63,val,2.6164236039046926,0.29471695317131,0,0
63,test,2.728838330409566,0.28340895784543324,0,0
64,train,2.147707033098446,0.454086822928561,0,0
64,val,2.5765810517354626,0.2952726733847066,0,0
64,test,2.737174120105681,0.2824758489461359,0,0
65,train,2.1616567793392787,0.4525868333091119,0,0
65,val,2.554038419268438,0.3128704801422644,0,0
65,test,2.7101748536844723,0.28697672716627637,0,0
66,train,2.134026255065004,0.4576629227479396,0,0
66,val,2.6009956716996507,0.3065352697095436,0,0
66,test,2.7107533040593883,0.2836651053864169,0,0
67,train,2.123076502172567,0.4613428280773145,0,0
67,val,2.552905706943813,0.29801422643746295,0,0
67,test,2.7546507999545238,0.2741144613583138,0,0
68,train,2.1421235039247675,0.45687400087196617,0,0
68,val,2.5436206017292387,0.310128927089508,0,0
68,test,2.7350474224715935,0.27508416276346603,0,0
69,train,2.1017765290964796,0.46581684555816233,0,0
69,val,2.587884908889834,0.2999407231772377,0,0
69,test,2.7270155656533164,0.27464505269320844,0,0
70,train,2.138745373218078,0.4595210413768762,0,0
70,val,2.5302903197118356,0.3116108476585655,0,0
70,test,2.711210633887619,0.2890990925058548,0,0
71,train,2.1290345630609715,0.45757468806444224,0,0
71,val,2.575723122758984,0.30597954949614703,0,0
71,test,2.712747057930368,0.28029859484777514,0,0
72,train,2.145494200396444,0.451382689393153,0,0
72,val,2.562175195741456,0.30572021339656197,0,0
72,test,2.679786428076322,0.28939183255269324,0,0
73,train,2.108251849175054,0.46329956194074795,0,0
73,val,2.556867315561445,0.299459098992294,0,0
73,test,2.735229546906518,0.27894467213114754,0,0
74,train,2.106187473028106,0.46382377976622996,0,0
74,val,2.5677908327569607,0.30197836395969174,0,0
74,test,2.6962678119784496,0.2837565866510538,0,0
75,train,2.084794379514138,0.4721956941474452,0,0
75,val,2.5146058595032117,0.31653823355068167,0,0
75,test,2.683415479347354,0.28847701990632313,0,0
76,train,2.08485512216499,0.47181680403595827,0,0
76,val,2.5562294874943143,0.3070168938944873,0,0
76,test,2.6985003752786607,0.28721457845433246,0,0
77,train,2.088759014762742,0.46786700438059253,0,0
77,val,2.534270302388678,0.3123518079430943,0,0
77,test,2.654508258475632,0.2860985070257612,0,0
78,train,2.104443523153076,0.4615192974443085,0,0
78,val,2.5336163360548216,0.31168494368701843,0,0
78,test,2.7176265755637745,0.28794642857142855,0,0
79,train,2.0829941071044775,0.4690607677455521,0,0
79,val,2.582034815396511,0.2996072910491998,0,0
79,test,2.6852495553063567,0.2852751756440281,0,0
80,train,2.0632410600008337,0.47513339008034544,0,0
80,val,2.5311893585806566,0.30575726141078846,0,0
80,test,2.738038672775519,0.28181718384074944,0,0
81,train,2.0511485240501366,0.4766281894242946,0,0
81,val,2.5516993811516344,0.3086840545346769,0,0
81,test,2.6657010023711156,0.29328893442622944,0,0
82,train,2.0776599024534397,0.47222683580044433,0,0
82,val,2.55851027233472,0.3051644931831654,0,0
82,test,2.660010236208556,0.2934901932084309,0,0
83,train,2.060201887543197,0.4739707683683852,0,0
83,val,2.5268650183539174,0.30842471843509184,0,0
83,test,2.751178702370065,0.27565134660421553,0,0
84,train,2.064423580603481,0.4740486225008824,0,0
84,val,2.579104254849224,0.30794309425014815,0,0
84,test,2.7346684737283677,0.28243925644028095,0,0
85,train,2.075502961237336,0.4690296260925529,0,0
85,val,2.554693934828414,0.30879519857735627,0,0
85,test,2.7186097981499846,0.2806645199063232,0,0
86,train,2.056104414477942,0.476264870139307,0,0
86,val,2.580076423423419,0.3040160047421458,0,0
86,test,2.662438275384121,0.2929413056206089,0,0
87,train,2.0718043675482956,0.4738046795523909,0,0
87,val,2.5553697995625098,0.30616478956727927,0,0
87,test,2.6955335022973235,0.28715968969555034,0,0
88,train,2.0685405125886165,0.4733012228289079,0,0
88,val,2.4960813185980704,0.3215026674570243,0,0
88,test,2.697401961342233,0.2901053864168618,0,0
89,train,2.0378258779738085,0.4805312766001618,0,0
89,val,2.578195719303432,0.30646117368109066,0,0
89,test,2.6868598500236134,0.29336211943793916,0,0
90,train,2.0586593571556047,0.47576141341582434,0,0
90,val,2.535514151901625,0.3055349733254297,0,0
90,test,2.759508601954726,0.27953015222482436,0,0
91,train,2.070723238942097,0.4715469097099675,0,0
91,val,2.526498741628718,0.3147969768820391,0,0
91,test,2.6411659092199606,0.2941488583138172,0,0
92,train,2.0342202890475396,0.48049494467166315,0,0
92,val,2.53095761918428,0.31120331950207464,0,0
92,test,2.660278715071131,0.2929778981264637,0,0
93,train,2.045267415122919,0.47804513463574616,0,0
93,val,2.5423570450905446,0.3108698873740367,0,0
93,test,2.647506663056671,0.3039739461358314,0,0
94,train,2.01513604921339,0.4882025037889011,0,0
94,val,2.4885818468584557,0.3198725548310611,0,0
94,test,2.694168243251863,0.29343530444964877,0,0
95,train,2.0331955391243954,0.4829032325035814,0,0
95,val,2.5196683189186317,0.3113515115589804,0,0
95,test,2.671833139951112,0.29553937353629983,0,0
96,train,2.0703777792564297,0.4703583366205078,0,0
96,val,2.571710182918058,0.3041271487848251,0,0
96,test,2.763274700915227,0.2786519320843091,0,0
97,train,2.0289548144855396,0.4851298606930054,0,0
97,val,2.4561945902361413,0.32891227030231185,0,0
97,test,2.629983124185781,0.3028944672131147,0,0
98,train,2.0128235360977,0.4866973238939523,0,0
98,val,2.532072388779573,0.3180201541197392,0,0
98,test,2.7031813136866836,0.2820550351288056,0,0
99,train,2.025744986229209,0.4854049452944963,0,0
99,val,2.522512182655176,0.312759336099585,0,0
99,test,2.7026207095286887,0.29682011124121777,0,0
100,train,2.0294525927538234,0.4817873232711192,0,0
100,val,2.5039012481562826,0.3114256075874333,0,0
100,test,2.711806481001807,0.2847079918032787,0,0
101,train,2.0043724314311686,0.4923547241887599,0,0
101,val,2.537816586830804,0.3176867219917012,0,0
101,test,2.6937303464920794,0.2980459601873537,0,0
102,train,2.023450063162289,0.4844551248780285,0,0
102,val,2.486450071651411,0.3106846473029046,0,0
102,test,2.671714579472776,0.2856045081967213,0,0
103,train,2.0156397714879586,0.4893651255008616,0,0
103,val,2.5091962537330215,0.3239478363959692,0,0
103,test,2.6712545645041543,0.29987558548009374,0,0
104,train,1.9835225429979804,0.49477858284717763,0,0
104,val,2.517672865717243,0.31953912270302315,0,0
104,test,2.6817390996901715,0.3020345433255269,0,0
105,train,2.0367518776534794,0.48407104449104166,0,0
105,val,2.5277502863238954,0.3108698873740367,0,0
105,test,2.6770158439386087,0.2910750878220141,0,0
106,train,2.0409707787459266,0.47702265036228114,0,0
106,val,2.5184487287434303,0.3125370480142265,0,0
106,test,2.6833257245235758,0.3011746194379391,0,0
107,train,1.9984570787736382,0.49150870928228857,0,0
107,val,2.4896856991581897,0.32072465915826914,0,0
107,test,2.665681197995045,0.2973689988290397,0,0
108,train,1.987911035373207,0.4928633711877425,0,0
108,val,2.573213569356198,0.3065352697095436,0,0
108,test,2.6789630006571286,0.2956125585480094,0,0
109,train,1.9794873703082205,0.49620071833412943,0,0
109,val,2.5510923585456435,0.31501926496739774,0,0
109,test,2.6543374413349587,0.2993998829039813,0,0
110,train,2.0392868594363787,0.48063508211015843,0,0
110,val,2.5268712904443387,0.31909454653230584,0,0
110,test,2.647531532850422,0.30627927400468385,0,0
111,train,2.019733379043443,0.4873149666784313,0,0
111,val,2.5105691599153386,0.3153156490812093,0,0
111,test,2.683281183242798,0.2976800351288056,0,0
112,train,1.9884041318226788,0.4956505491311478,0,0
112,val,2.476043197129277,0.3312833432128038,0,0
112,test,2.6268807590984906,0.3062609777517564,0,0
113,train,1.984887310194252,0.4932578321257294,0,0
113,val,2.466559647029861,0.33065352697095435,0,0
113,test,2.6830260519121514,0.2978447014051523,0,0
114,train,2.0004479624715383,0.49003986131583877,0,0
114,val,2.5023687993837096,0.3197614107883817,0,0
114,test,2.6895220201523578,0.2914593091334895,0,0
115,train,1.982492247270197,0.4943166483276934,0,0
115,val,2.4839942158505135,0.32150266745702427,0,0
115,test,2.616005072828199,0.3113656323185011,0,0
116,train,1.9965744331780084,0.4899516266323416,0,0
116,val,2.479561604404845,0.3278749259039716,0,0
116,test,2.6664445673833126,0.3032969847775177,0,0
117,train,1.9449986989303065,0.5046660576743415,0,0
117,val,2.4577383277821836,0.33239478363959696,0,0
117,test,2.651558223317881,0.3040288348946136,0,0
118,train,1.968748220955974,0.4998546722860049,0,0
118,val,2.5121732480298435,0.3217249555423829,0,0
118,test,2.6469702212536923,0.3063341627634661,0,0
119,train,2.025100737390018,0.48349492391056115,0,0
119,val,2.522324980047234,0.31790901007705985,0,0
119,test,2.645471737033031,0.3097372658079625,0,0
120,train,2.0402175500596997,0.4778011916872546,0,0
120,val,2.485950519435139,0.322836395969176,0,0
120,test,2.645735725027616,0.3049253512880562,0,0
121,train,1.9777994524893798,0.49655884734361677,0,0
121,val,2.4861378635113667,0.32498518079430944,0,0
121,test,2.657633550831529,0.30283957845433246,0,0
122,train,1.9533311364055113,0.5029013640044013,0,0
122,val,2.5150166210791878,0.3220954356846473,0,0
122,test,2.6873016357421875,0.29089212529274006,0,0
123,train,1.958931651924121,0.4988373782880396,0,0
123,val,2.4893198755272197,0.33054238292827504,0,0
123,test,2.6962687304762545,0.29826551522248246,0,0
124,train,1.9896498560784186,0.4928893225652416,0,0
124,val,2.4888892233124413,0.3206876111440427,0,0
124,test,2.642506763583324,0.30256513466042145,0,0
125,train,1.998276442900038,0.49230801170926125,0,0
125,val,2.4781521721994233,0.3313203912270302,0,0
125,test,2.6505945393296537,0.306883050351288,0,0
126,train,1.974393686242028,0.4999740486225008,0,0
126,val,2.4769366979599,0.33283935981031415,0,0
126,test,2.6289338322936513,0.30433987119437944,0,0
127,train,1.9569651736299791,0.5006280233354787,0,0
127,val,2.4788708647257063,0.32746739774748074,0,0
127,test,2.655039052494237,0.29806425644028106,0,0
128,train,2.0097357412182197,0.4873928208109285,0,0
128,val,2.4947389522528747,0.3215026674570243,0,0
128,test,2.655504050802012,0.3086394906323185,0,0
129,train,1.958126624072989,0.49865571864554564,0,0
129,val,2.504674245707722,0.3177978660343806,0,0
129,test,2.6497243584179486,0.3064622365339578,0,0
130,train,1.9709544280919375,0.4956661199576472,0,0
130,val,2.533711194497421,0.3174273858921162,0,0
130,test,2.662290807630195,0.3020528395784544,0,0
131,train,1.9379304883923925,0.5077906035252351,0,0
131,val,2.5350840428063486,0.32013189093064615,0,0
131,test,2.6559649295494205,0.30143076697892274,0,0
132,train,1.9481099146151504,0.5078736479332324,0,0
132,val,2.4782834231111517,0.32331802015411976,0,0
132,test,2.6431309199724042,0.3089871194379391,0,0
133,train,1.9728010382664063,0.4995588265825151,0,0
133,val,2.462215967692775,0.3312833432128038,0,0
133,test,2.637288886992658,0.3062243852459016,0,0
134,train,1.9234955297654979,0.5105206884381424,0,0
134,val,2.5270360178967235,0.3139078245406047,0,0
134,test,2.6988599886659714,0.29696648126463693,0,0
135,train,1.9693133667481706,0.49854153258454964,0,0
135,val,2.543997236307231,0.3226511558980438,0,0
135,test,2.683559363005591,0.30011343676814994,0,0
136,train,1.954923602648035,0.5033113957688873,0,0
136,val,2.5329252145102408,0.32491108476585656,0,0
136,test,2.6804636814555183,0.29310597189695536,0,0
137,train,1.9448004293330896,0.5038148524923702,0,0
137,val,2.508397553471609,0.31646413752222874,0,0
137,test,2.6563792932228965,0.3019247658079626,0,0
138,train,1.9455326180561323,0.5070535844042601,0,0
138,val,2.4865702113669936,0.3329505038529934,0,0
138,test,2.6692232186677027,0.3072672716627634,0,0
139,train,1.9300084441852612,0.5062490917017878,0,0
139,val,2.4669080354366066,0.3282083580320095,0,0
139,test,2.6099186178113594,0.311768149882904,0,0
140,train,1.989391825189079,0.491358191292794,0,0
140,val,2.489270317109294,0.3305423829282751,0,0
140,test,2.628537889386787,0.30503512880562056,0,0
141,train,1.934532765073323,0.5068771150372662,0,0
141,val,2.4608878471050026,0.3356550088915234,0,0
141,test,2.6227920094474415,0.3126097775175643,0,0
142,train,1.9660404554513145,0.49934602528702243,0,0
142,val,2.4458099173312364,0.3285788381742738,0,0
142,test,2.680373782017192,0.3002598067915691,0,0
143,train,1.9637135019865064,0.4995847779600141,0,0
143,val,2.4917660036522324,0.33335803200948433,0,0
143,test,2.648022753293397,0.30316891100702575,0,0
144,train,1.9517045248006946,0.5010432453754645,0,0
144,val,2.5172205648976242,0.31950207468879666,0,0
144,test,2.6383759858178313,0.31308548009367687,0,0
145,train,1.993170221519581,0.4918097452612785,0,0
145,val,2.5054215578617396,0.3248740367516301,0,0
145,test,2.6514767076148362,0.30161372950819665,0,0
146,train,1.9534510153356186,0.5016556978844436,0,0
146,val,2.501411696687279,0.3282454060462359,0,0
146,test,2.5701588255460144,0.32276419789227173,0,0
147,train,1.961646206502633,0.49952768492951605,0,0
147,val,2.465900143647095,0.32428126852400707,0,0
147,test,2.6084244016741143,0.3142015515222482,0,0
148,train,1.947929426830637,0.5023615753524198,0,0
148,val,2.4837078444690626,0.3226141078838175,0,0
148,test,2.6596846775930434,0.3018881733021077,0,0
149,train,1.9361203065221348,0.5050812797143273,0,0
149,val,2.5076862974285583,0.32498518079430944,0,0
149,test,2.64367142270823,0.3116034836065574,0,0
